身高,体重,肺活量,50米跑,立定跳远,坐位体前屈,800米跑
145.7,44.2,2981,8.56,162,18.9,"4'11"""
176.9,84.5,3686,9.52,158,13.4,"4'00"""
167.3,49.8,3264,8.6,179,10.9,"3'19"""
166.5,53.6,3396,7.74,185,14.9,"3'26"""
162.2,70.8,3469,8.19,208,20.6,"4'03"""
158.6,41.3,2773,9.3,160,16.8,"4'08"""
164.8,62.5,3031,8.8,182,20.2,"3'56"""
155.1,43.2,2623,8.85,165,24.3,"3'36"""
154.2,45.1,2556,9.59,148,23.6,"4'32"""
158.2,50.1,3158,7.87,180,14.3,"3'30"""
160.5,54.8,3056,8.19,180,20.3,"3'51"""
164.7,58.2,3516,8.33,190,26.2,"3'52"""
155.5,50.1,2737,8.43,170,18.7,"3'31"""
161.1,58.7,3063,8.42,188,19.4,"3'41"""
169,62.4,3073,8.56,180,25.4,"3'49"""
159.4,47.6,2723,7.84,158,10.9,"3'36"""
161.2,50.5,3507,8.6,188,25.7,"3'38"""
164.5,47.5,2892,8.13,205,15.7,"3'05"""
161.4,47.4,2135,7.96,204,16.8,"3'17"""
156.8,51.3,2742,8.69,162,12.4,"4'20"""
167.3,55.5,3674,9.31,185,23.2,"3'43"""
166.3,53.2,3260,8.9,172,23.3,"3'45"""
161.1,52.2,2828,8.65,182,24,"3'51"""
159.9,50.2,3157,9.83,168,14.4,"4'15"""
162.2,50,3415,8.42,185,15.7,"3'36"""
153.5,46.5,2743,9,180,21.7,"3'53"""
154.5,44.5,3253,9.39,155,22.8,"3'55"""
169.1,75.3,3569,9.19,170,12.8,"3'59"""
159.5,51.7,3514,9,160,12.1,"4'03"""
160,45.8,2597,8.69,170,9,"3'40"""
158.3,41.8,2806,9.08,190,13.2,"3'58"""
157.2,53.8,2599,8.86,165,20.5,"3'52"""
174.4,59.9,3194,8.8,178,17.1,"3'59"""
168.2,58,3205,8.8,181,27.7,"3'33"""
152.8,51.3,2731,8.56,172,20.3,"3'32"""
154.2,45.6,2830,9.22,155,20.2,"4'01"""
170.7,54.6,3349,8.8,188,15.2,"3'38"""
155.7,45.3,3097,8.69,180,13.2,"3'42"""
166.6,51.1,3270,8.35,190,16.5,"3'28"""
159.5,42.7,2639,8.28,195,7.5,"4'13"""
166,51.7,3144,8.1,207,10.6,"3'35"""
156,44.8,2727,8.8,162,8.7,"3'42"""
160.8,54.4,2552,9.4,165,24.7,"3'59"""
164.6,68.7,2976,8.71,166,14.2,"4'00"""
166.8,60.1,3425,8.43,170,22.9,"3'39"""
156.4,45,2857,8.3,195,15.3,"3'23"""
166,51,3146,7.9,210,16.2,"3'20"""
168.8,51.4,2672,8.75,172,14.6,"3'48"""
158,50.8,2551,9.68,160,22.2,"4'11"""
160.1,55.3,2866,8.53,160,20.8,"3'51"""
161.8,60,3290,8.69,188,22,"3'27"""
157.9,57.5,2935,9.01,165,14.4,"3'45"""
156.1,46.3,2809,10,145,24.9,"4'09"""
161.7,54.4,2913,11.92,154,20.2,"4'09"""
158.2,57,2797,8.39,192,13.3,"3'34"""
162.5,47.1,2526,9.69,170,19.5,"4'03"""
165.4,62,3153,9.65,165,10.1,"4'04"""
161,45.1,2946,8.83,190,16.8,"3'46"""
165.9,47.7,2929,8.3,170,17.6,"3'29"""
158.4,60,3016,8.19,180,16,"3'45"""
161.6,39.7,3340,8.9,175,11.7,"3'48"""
161.8,55.8,2997,9.3,153,22.5,"4'09"""
164.3,48.5,3325,6.7,175,24.2,"3'30"""
159.5,51.6,2879,9.4,170,17.5,"3'43"""
158.4,47.8,2848,8.97,165,17.7,"3'37"""
166.2,57.5,3169,9.3,152,5.9,"3'52"""
155.9,43.7,2964,9,170,18.8,"3'54"""
168.4,50.7,3309,8.3,202,17.2,"3'46"""
162.9,49.5,3244,8.56,192,12.9,"3'55"""
165.9,64.8,3217,8.49,190,19.7,"3'30"""
149,47.8,2923,9.5,165,20.6,"3'57"""
162,48.2,3171,8.38,190,27.5,"3'54"""
164.6,56.8,4275,9.19,180,21.9,"3'50"""
166.6,56.4,3311,8.89,180,21.4,"3'36"""
153.6,44.9,2724,8.84,182,20.5,"3'46"""
169.2,60.9,3801,8.68,178,13.2,"3'39"""
159.8,49.3,2612,7.49,192,26.4,"3'39"""
165,50,3160,8.92,182,6.4,"3'52"""
167.1,52.4,2767,8.77,165,19.6,"3'42"""
156.6,44.7,2543,8.25,165,18.2,"3'42"""
160.7,65.1,2644,9.13,150,5.4,"3'50"""
162.2,51.6,6314,8.96,170,18.9,"3'51"""
160.4,57.4,3192,8.53,170,13.5,"3'58"""
167.5,60.9,2632,9.89,160,18.8,"4'09"""
167.3,48.8,3085,8.8,185,11.6,"3'51"""
161.3,53.7,3360,9.86,163,11,"4'07"""
167.1,57.2,3831,9.4,170,21.2,"4'09"""
161.1,45.7,2962,10.23,151,19.7,"4'32"""
159.1,44.7,2398,9.02,155,26.7,"3'44"""
158.9,55,3306,8.64,155,25.1,"3'32"""
161.1,58,3484,9.5,145,25.3,"3'51"""
155.4,47.6,2895,9.19,175,14.3,"3'43"""
155.7,60.1,2762,8.61,160,17.2,"3'43"""
159.7,52.4,3193,8.19,190,13.2,"3'02"""
168.1,57.4,3379,9.32,155,7.1,"4'04"""
161.3,52.8,3074,8.76,180,20.4,"3'45"""
156.5,45.5,2603,8.86,175,10.7,"4'01"""
164.4,58.2,3098,8.19,207,20.6,"3'20"""
162.9,53.7,2693,9,150,12.8,"4'09"""
166.1,60.5,3859,9.69,178,12.1,"3'51"""
164.2,54,2405,8.76,155,23.9,"4'09"""
167,52.5,2694,9.02,173,15.6,"3'23"""
154.3,51.1,2959,8.02,160,26.9,"3'49"""
158.7,51.5,3006,9.23,182,17.8,"3'43"""
164.5,56.4,2963,9.73,153,14.5,"4'08"""
160.6,47.1,2212,9.46,153,17.8,"3'57"""
155.3,45.4,2988,9.27,168,10.9,"3'25"""
156.7,44,2219,9.55,160,12.9,"4'07"""
167.6,59.1,3686,8.08,180,25.8,"3'33"""
163.2,56.2,2559,8.89,160,22,"3'56"""
167.3,47.7,2984,9,180,16.7,"3'53"""
157.6,49.1,2702,8.24,198,17.6,"3'21"""
157.7,45.9,2911,7.49,210,20.5,"3'37"""
154.3,47.2,2678,8.9,170,21.1,"3'55"""
161.9,49.2,2925,10.14,170,18.1,"4'15"""
162.5,55.6,3355,7.96,175,14,"3'34"""
171.9,60.3,3615,8.9,178,23.7,"4'44"""
170.8,55.8,2777,8.97,200,22.1,"3'30"""
154.9,44.1,2675,9.67,153,20.7,"3'46"""
156.2,53.2,2484,8.88,150,11.4,"4'01"""
158.8,63.7,2722,9.5,162,18.7,"3'49"""
156.4,67.7,2242,10,158,22.3,"4'16"""
160.6,52.9,3174,8.05,186,19.4,"3'22"""
166.9,51.4,3114,8.23,185,11.4,"3'29"""
163.7,48.4,2930,8.68,172,24.6,"3'34"""
158.7,44.5,3260,8.3,168,-9.1,"3'47"""
160.5,51,2721,7.65,210,9.2,"3'34"""
158.7,48.4,2944,8.66,168,21.5,"3'33"""
158.5,51.2,3181,9.01,180,12.7,"3'26"""
159.7,49.6,3132,8.55,180,15.1,"3'49"""
164.1,76.9,3059,9.19,170,20.1,"4'00"""
163.7,55.3,3167,8.48,183,27.4,"3'53"""
164.1,47.3,3075,8.3,190,17.6,"3'31"""
146.6,56.8,2982,8.73,183,19.6,"3'57"""
154.7,47.6,2047,9.43,152,19.9,"4'30"""
170.9,62.7,3606,8.4,180,16.4,"3'26"""
163.3,58.6,3152,8.18,185,19.3,"3'44"""
158.7,44.6,2775,8.44,185,11.5,"3'22"""
160.4,52.7,2862,7.86,188,18.2,"3'38"""
163.1,52.1,3458,8.8,170,29.1,"3'50"""
158,56.9,2518,10.08,163,7.6,"3'46"""
164.8,54.1,3136,8.69,180,18.1,"3'31"""
161.2,51.1,2982,7.99,178,13,"3'22"""
158.2,56.7,3201,9.26,153,10.3,"4'20"""
160,46.8,3045,8.4,175,18,"3'16"""
150.9,46.5,2786,8.36,162,17.7,"3'36"""
159.1,41.9,3067,8.8,185,18.1,"3'40"""
160.4,46,3050,8.69,168,15.1,"3'28"""
154.3,42,1850,9.1,153,4.6,"4'01"""
168.5,52.1,3617,8.93,180,15,"3'46"""
159.6,52.9,3178,8.9,190,22.2,"3'54"""
160,51.3,2836,7.95,195,15.5,"3'20"""
165.8,65.9,3560,8.82,198,19.2,"3'39"""
164.3,55.3,2674,9.84,165,25.5,"3'59"""
167.8,48.6,3525,8.39,190,26.1,"3'27"""
161.3,44.6,2834,8.6,183,10.1,"3'57"""
159.4,56.6,2722,9.01,195,25.3,"3'52"""
174.5,54.4,3003,8.44,185,16.4,"4'08"""
169.6,58.8,3703,8.24,188,21.3,"3'28"""
155.9,44.8,2887,9.28,165,27.5,"3'57"""
158.3,45.4,2354,9.19,171,17.1,"3'58"""
161.5,55.2,2726,9.31,170,28.3,"3'37"""
155.4,43.8,2502,8.21,180,17.5,"3'37"""
161.7,45.3,2851,7.9,210,25.8,"3'32"""
163.6,42.8,2309,8.44,180,17.5,"3'35"""
172.1,56,3505,7.76,195,22.4,"3'17"""
153.7,51.9,3090,8.53,175,20.8,"3'41"""
156.1,56.6,2985,8.11,178,22.1,"3'26"""
162.1,41.6,2514,8.5,200,7.5,"3'17"""
160.3,61.1,2772,8.63,173,21.1,"3'37"""
161.6,48.2,2956,8.3,193,16.1,"3'33"""
168,41.2,3522,8.69,202,18.8,"3'47"""
162,54.5,2824,8.19,182,16,"3'50"""
161.4,53.1,2834,9.21,193,18.5,"3'53"""
152.6,48,2639,9.43,170,20,"4'21"""
157.3,51.3,2783,8.36,176,16.4,"3'20"""
157.9,63.2,2535,8.94,155,18.2,"3'39"""
162.9,47.6,3739,9.42,155,12.6,"4'13"""
160,52.9,2875,8.82,200,13.4,"3'32"""
157.1,50.2,3032,8.9,155,23.1,"4'12"""
153.9,48.4,2841,9.46,175,19.6,"3'44"""
160.4,47.7,2633,8.75,170,6.3,"3'15"""
158.4,56.4,3012,8.3,185,18.7,"3'31"""
152.8,48,2439,9.01,151,24.1,"3'42"""
157.7,48.7,3301,9.1,180,22.3,"3'45"""
158.5,44.2,3117,8.17,195,25.4,"3'11"""
162.9,55.6,3362,8.26,195,18.4,"3'18"""
160.5,49.5,3622,8.5,202,17.9,"3'16"""
156,43.6,2561,8.47,196,22.1,"3'53"""
161.2,43.5,2234,8.71,178,12.6,"3'41"""
165.5,46.6,3287,8.98,180,17.4,"3'56"""
153.8,43.9,2662,8.64,190,25.3,"3'41"""
167.4,56.5,3368,8.4,185,26.1,"3'27"""
158.5,60.2,2709,10,152,14.1,"4'11"""
156.6,52.4,3141,9.69,185,17.7,"4'48"""
160.6,56.5,3046,9.19,188,16.1,"3'39"""
152.2,47.4,3060,8.52,175,25.8,"3'31"""
161.4,51.8,2987,9.44,164,19.5,"3'52"""
162.9,52,2966,8.69,195,24.2,"3'44"""
164.1,47.9,2938,9.02,165,11.7,"3'55"""
167.8,63.5,3722,9.36,165,25.9,"3'55"""
155.3,51.6,2729,9.1,178,14.8,"3'14"""
157.2,42.3,2832,8.42,182,11.4,"3'39"""
158.8,46.6,2743,8.57,160,26.3,"3'55"""
169,56.2,3321,7.8,182,19.7,"3'32"""
166.4,73.7,2868,9.11,180,24,"3'27"""
164.8,51.3,2662,8.6,145,-6.7,"3'49"""
162.1,47.7,2608,9.98,152,22,"3'54"""
160.8,50.4,3120,9.09,182,19.5,"3'39"""
171.4,60.7,2987,10.15,170,13.6,"4'24"""
174.4,63.1,2903,10.77,155,16.1,"4'05"""
162.9,50.9,2810,9.11,173,7.3,"4'01"""
159.7,46.2,3543,9.19,153,12.9,"3'53"""
162.9,46.5,3485,8.32,186,21,"3'31"""
164.4,46,2599,8.02,202,22.3,"3'39"""
165.7,70.2,3188,9.9,160,17.5,"4'20"""
154.7,43.7,2340,9.42,172,13.5,"3'29"""
160.4,43.4,2366,8.26,182,16.2,"3'35"""
159.1,47.1,2532,8.71,178,19.9,"3'49"""
166.3,53.2,3943,9.4,188,18.7,"3'34"""
166.4,52.8,3733,9.5,187,16.2,"4'05"""
167.9,54.4,3151,8.8,195,22.7,"3'56"""
161.4,47.7,3067,8.33,190,17.1,"3'39"""
158.3,45.2,2763,8.6,170,6.8,"4'04"""
166.4,48,2660,8.91,185,12.5,"4'09"""
164,64.1,2975,9.9,162,15.3,"4'17"""
156,46.9,2798,8.47,180,14.6,"3'50"""
162,49.6,3209,8.8,172,21.8,"3'45"""
156.6,44.5,2595,8.5,170,19.9,"3'08"""
159.1,55.7,3141,8.19,195,23.5,"3'42"""
169.4,62.1,3238,8.19,195,18.1,"3'39"""
146.1,41.2,2711,8.72,165,16.7,"3'25"""
165.6,56.7,3010,9.06,170,21.8,"4'04"""
165.6,65.3,2921,8.11,175,7.8,"4'13"""
165.1,51.8,3129,7.9,202,12,"3'57"""
156.5,42.2,3025,8.8,182,12.3,"3'49"""
169.3,59,3543,9.1,175,22,"4'01"""
160.2,56.3,3140,9.23,175,18,"3'53"""
156.6,55,2841,8.69,160,11.4,"4'03"""
158,52.4,2254,9.69,165,9.9,"4'19"""
152,47,3327,9.19,170,18.9,"4'09"""
156.1,47.4,2733,8.93,180,19.1,"3'38"""
160.2,59,2748,8.78,170,2.6,"3'50"""
151.9,47.3,2071,8.9,170,14.4,"3'42"""
159.7,49.4,3206,8.32,178,12,"3'39"""
149.8,56.2,3221,8.6,175,13,"4'22"""
162.4,51.3,3385,9.31,176,18.2,"3'40"""
159.6,47.5,2944,9.52,162,24.2,"3'58"""
161.7,61.7,2810,8.8,165,17.2,"3'47"""
169.6,56.2,3526,8.4,195,22.6,"4'12"""
151,39.7,2332,8.9,170,26.3,"3'47"""
162,51.5,3298,9.6,165,25.4,"4'09"""
164.1,45.5,2972,8.64,190,20.4,"3'48"""
150.2,42.1,2245,8.81,165,23.2,"3'34"""
157.6,51.2,2666,8.53,176,16.2,"3'13"""
161.1,49.2,2816,8.77,188,24.9,"3'53"""
161.3,56.5,3418,9.1,190,24.2,"3'53"""
156.5,40.4,3068,9.44,166,12.8,"3'51"""
161.8,47.5,2013,7.84,178,19.9,"3'44"""
155.1,47.3,2947,8.68,188,16.4,"3'28"""
169.6,61.5,3270,7.74,210,4,"4'18"""
145.5,47,2970,8.9,165,15.1,"3'45"""
161.5,58.1,3012,9.19,160,18,"4'03"""
161.9,53.2,3170,8.63,170,12.4,"3'36"""
168.7,52.4,3364,8.36,202,11.1,"3'38"""
159.9,44.4,3089,8.59,170,12.7,"4'36"""
162.6,48.6,2177,9.8,170,21.8,"4'09"""
164.3,55.7,3620,8.6,180,15.3,"3'50"""
150.2,42.3,2299,8.96,152,15.5,"3'41"""
159.3,50.9,3022,8.69,178,26.1,"3'37"""
171.3,57.8,3914,8.4,190,22.7,"3'42"""
153.8,45.7,2598,9,170,13,"3'36"""
145.3,36,2268,8.42,175,15.3,"3'17"""
158.4,54.7,2488,9.53,152,20.5,"3'51"""
155.8,52.2,2680,8.48,175,16.5,"3'36"""
159.7,49.5,2842,9.1,168,14.1,"3'23"""
170.2,65.8,3502,8.51,176,16,"3'54"""
168.7,58.5,3554,8.92,153,12.1,"4'01"""
154,52.3,2994,9.69,155,23.8,"4'12"""
156.4,46.6,3339,9.3,178,17.7,"3'54"""
161.5,52.2,2860,9.5,182,15.2,"3'57"""
170.9,50.8,3178,8.4,184,24.9,"3'31"""
170.1,58.1,3568,7.98,170,18.3,"3'27"""
159.8,49.1,3240,8.19,208,25.6,"3'08"""
164.2,62.8,3542,9.38,165,17.5,"4'04"""
156.7,46.4,2295,9.58,156,21.9,"4'00"""
160.6,58.9,2945,8.16,177,16.4,"3'21"""
161.5,50,3090,8.56,182,20.4,"3'40"""
154.8,59.4,2855,9.18,170,16,"3'57"""
160.5,49.7,3169,8.58,181,19.6,"3'44"""
157.7,39.9,2122,8.8,167,16.8,"3'40"""
155.2,51.6,3781,9.4,150,21.4,"3'55"""
154.9,56.6,2366,9.44,160,20.9,"4'45"""
162.9,48.1,2612,8.36,184,14.6,"3'39"""
168.5,62.7,3142,9.89,158,26.9,"4'07"""
172.6,62.1,3603,8.65,194,17.5,"3'25"""
166.5,51,3614,8.1,207,16.4,"3'20"""
162.5,50.8,2095,8.43,170,14.6,"3'23"""
164,46,2448,8.63,180,30,"3'57"""
169,62,3179,8.3,184,28,"3'25"""
161,46,2524,10.19,170,12,"4'46"""
166,51,2754,9.31,155,13,"3'57"""
153.1,50.3,2932,8.64,186,12,"3'53"""
173,56,3442,8.98,170,14,"4'09"""
169,51.5,2560,10.3,160,10,"4'22"""
165,47,3121,9.48,160,20,"4'23"""
158,50,2862,9.66,170,10,"4'15"""
163,62,3123,9.82,160,10,"3'49"""
163,45,2255,10,165,25,"4'08"""
167,51,2828,8.19,200,29,"3'29"""
168,54,4395,9.74,160,17,"4'01"""
160,46,2775,9.71,150,13,"4'36"""
155,44,2269,9.73,140,4,"4'34"""
165,58,3461,9.36,170,23,"3'59"""
161,46,2296,8.76,145,6,"3'51"""
155,47,2973,10.22,160,10,"4'11"""
163,55,2919,8.22,210,14,"3'35"""
160.5,48.6,2704,9.67,153,18.9,"3'44"""
160,46,2829,8.9,165,29,"4'13"""
162,55,3500,7.5,200,11,"3'45"""
162,51,2330,10.25,160,1,"5'04"""
153,38,2558,9.3,180,22,"3'57"""
160,55,3554,9.73,180,21,"4'22"""
163,49,2700,9.94,160,12,"3'46"""
163,45,3038,9.86,170,14,"4'18"""
163,49,3052,9.21,190,17,"3'44"""
164,54,3276,7.66,175,35,"4'55"""
161,46,2211,9.21,192,30,"3'42"""
163,50,2482,8.35,170,16,"3'33"""
158,52,3227,9.38,185,20,"3'27"""
160,50,3199,9.82,195,23,"3'53"""
163,51,2799,9.48,185,10,"4'13"""
164,51,3210,8.44,185,23,"3'34"""
162,47,2452,9.1,195,27,"3'36"""
172,60,2884,7.52,200,26,"3'30"""
168,49,3279,9.6,175,17,"3'43"""
163,51,2574,10.3,180,10,"3'42"""
161,39,2575,9.6,180,26,"4'01"""
165,50,2544,9.71,190,18,"3'43"""
160,45,3061,9.92,165,8,"4'04"""
160,50,2853,8.36,165,24,"3'40"""
169,47,2849,10.85,170,24,"4'13"""
163,51,2299,9.1,190,29,"3'48"""
168,54,2672,9.19,135,21,"4'09"""
162,52,2912,9.9,150,25,"4'11"""
169,69,3288,10,160,13,"4'18"""
165,52,2698,7.84,160,12,"4'29"""
160,50,2848,8.81,170,21,"4'08"""
165,55,3726,8.51,160,13,"3'37"""
164,56,3228,9.4,175,14,"4'13"""
155,45,2000,9.05,180,18,"3'48"""
170,52,3452,9.19,190,18,"3'50"""
168,62,3343,10.23,200,20,"4'20"""
160,41,3357,9.8,180,21,"4'17"""
160,51,2819,9.8,160,12,"4'11"""
177,69,3471,7.98,180,18,"3'55"""
165,50,2302,9.3,165,6,"4'34"""
168,60,2732,9.65,160,17,"3'57"""
170,58,3400,8.8,185,15,"4'00"""
155,51,2554,9.27,160,13,"4'26"""
163,48,2623,9.81,180,18,"4'01"""
163,52,2898,10.86,160,10,"4'29"""
159,44,3248,9.75,165,30,"4'03"""
159,49,2077,8.92,170,17,"3'35"""
161,45,2606,9.57,160,30,"4'01"""
165,46,2794,9.96,160,19,"3'53"""
164,48,2502,9.77,170,20,"3'50"""
164,52,2457,9.57,180,30,"4'05"""
163,55,2642,10.25,150,15,"4'33"""
167,54,2632,8.19,170,18,"4'12"""
168,60,3106,9.02,170,30,"3'34"""
162,56,2442,9.22,165,20,"3'38"""
161,45,2305,9.56,170,10,"3'50"""
160,42,2226,10.42,155,8,"4'08"""
166,50,2500,8.5,185,12,"3'51"""
165,49,2194,9.92,170,12,"3'41"""
160,67,2561,9.13,170,24,"4'08"""
160,44.5,2660,8.94,170,13,"4'16"""
161,58,2646,9.02,160,26,"4'34"""
165,48,2158,9.52,160,25,"3'56"""
165,47,2615,9.1,165,10,"4'00"""
159,48,2000,8.94,170,21,"3'29"""
169,56,3326,9.08,180,16,"3'46"""
160,63,2858,9.85,160,15,"4'13"""
170,61,2560,9.59,160,16,"4'05"""
160,47,3071,9.44,190,17,"4'15"""
157.4,50.4,2911,9.53,158,18,"4'05"""
152,48,2320,9.96,165,14,"4'22"""
157,41,2587,10.42,165,14,"4'04"""
166,56,2459,8.96,155,30,"4'24"""
171,58,2995,9.97,180,15,"3'59"""
167,59,3042,9.93,175,15,"4'05"""
162,60,2314,9.65,150,12,"3'49"""
158,48,2975,10,180,35,"4'08"""
172,53,3107,9.11,190,15,"3'33"""
162,50,3208,8,170,17,"3'38"""
163,55,2495,9.24,170,10,"5'00"""
174,59,3069,8.34,200,14,"3'48"""
162,59,2949,8.4,160,16,"4'08"""
163,47,2861,8.5,170,25,"3'39"""
163,53,3352,9.94,180,22,"3'46"""
168,52,2510,9.52,170,23,"4'08"""
172,55,3382,9.11,179,35,"4'21"""
156,41,3856,9.77,160,19,"4'04"""
163,52,2937,9.38,190,30,"3'47"""
168,55,3181,9,195,8,"4'24"""
158,46,2218,9.75,160,22,"4'09"""
169,59,3263,8.63,185,17,"3'37"""
161.1,48.2,3465,8.5,200,12.6,"3'31"""
161.6,58.3,3947,9.8,170,16.1,"4'08"""
166,59.4,3697,7.7,168,31.3,"3'53"""
158.8,52.2,2209,8.43,175,4.4,"3'51"""
163.7,44.7,2452,8,160,16,"3'51"""
165.3,51.9,2123,8.69,178,18.3,"3'42"""
161.8,47.3,2277,9.9,162,12.2,"3'57"""
170.3,49.2,2333,9.1,210,24.4,"3'36"""
155.3,46.2,2445,9.14,165,24,"3'48"""
157.5,41.6,2845,8.8,170,7.1,"4'07"""
157.5,45.4,2365,8.86,190,14.6,"3'32"""
163.9,51.3,2840,9.69,163,8.9,"4'03"""
157,47,2626,9.66,165,30,"3'54"""
161.1,53.2,2638,8.96,170,8,"3'55"""
157.9,51.3,2738,9.26,170,10.5,"3'52"""
161.9,51,2457,9.1,168,18.1,"3'54"""
159.7,56.1,3345,8.8,180,25.1,"4'34"""
156,42.9,2634,8.19,188,17.7,"3'53"""
168.1,50.3,3080,7.97,185,12.1,"3'45"""
156.2,57.9,3024,8.68,178,17.7,"3'46"""
160.2,44.7,2895,9.1,180,12.1,"3'53"""
166.7,55,3932,8.26,185,11.1,"3'43"""
158.8,49,2820,9,151,18.2,"3'47"""
164,55.9,3447,9.26,180,19.2,"4'13"""
168.3,48.3,2766,8.97,200,12,"4'17"""
174.1,52.7,2703,9.3,182,5.2,"3'59"""
162.2,56.1,2669,8.8,190,18.7,"3'44"""
159,57.2,3552,9.4,165,15.4,"3'54"""
160.2,47.6,2522,10.01,153,19.4,"4'20"""
155.3,49.4,3183,8.5,195,17.4,"3'37"""
167.2,65.7,3374,8.97,156,17.5,"3'57"""
166.2,52.1,2816,8.3,183,14.9,"3'32"""
164.4,53.4,3356,9.15,163,10.6,"3'49"""
159,48.9,2926,9.23,173,9.7,"3'48"""
164.4,48.3,3173,8.3,198,21.6,"3'48"""
167.9,52.8,3012,9.26,187,14.4,"3'51"""
155.2,61.2,2913,9.3,155,5.3,"4'17"""
164.8,61.1,3027,10,178,13.8,"3'48"""
158.3,45.6,2678,9.69,140,18.1,"4'13"""
162.6,45.7,2649,8.74,182,19.7,"3'49"""
153.8,55.4,2835,8.64,160,14.8,"4'33"""
164.8,44,2469,10,171,19.9,"3'43"""
162.5,49.9,2374,9.6,155,15.9,"4'01"""
159.1,52.3,2823,8.6,207,24.6,"3'42"""
164.7,58.8,3732,8.69,180,22.3,"3'45"""
147.7,48,2724,8.94,178,24,"3'58"""
161.6,51,3337,8.6,205,18.9,"3'50"""
161.5,53,2700,8.8,180,10,"3'47"""
165.3,66.2,3901,8.69,178,22.7,"3'41"""
163.9,50.4,2731,8.9,188,8.8,"3'44"""
162,52.7,3049,8.99,155,26.6,"3'34"""
161.7,51.4,3327,8.69,168,24.6,"3'45"""
169.6,49.6,3549,7.9,205,25.8,"3'36"""
163,62.4,2944,8.8,166,7.2,"3'45"""
162,68.2,3426,9.75,185,9.4,"4'07"""
163.3,49.5,2994,9.6,178,17.6,"3'47"""
163.7,61,3236,8.51,182,26.9,"3'48"""
163.7,51.8,3003,10.19,165,10.1,"4'30"""
167.9,59.2,3061,8.61,172,13.1,"3'56"""
162.2,49.9,2839,9.41,160,23.1,"4'30"""
158.2,47.5,3579,8.1,190,23.9,"3'34"""
